concept_id,concept_code,privacy_rule,vocabulary_id,date_added
4113020,284607007,assault/homicide,snomed,2024-03-12
4119716,257557008,location,snomed,2024-03-12
4119859,257656006,location,snomed,2024-03-12
4121313,302768007,military_operations,snomed,2024-03-12
4121550,257418003,motor vehicle accident,snomed,2024-03-12
4121719,257641002,location,snomed,2024-03-12
4126257,289205009,perinatal,snomed,2024-03-12
4129155,289530006,perinatal,snomed,2024-03-12
4129846,237361005,suffocation,snomed,2024-03-12
4129846,237361005,death cause,snomed,2024-03-12
4132087,127335003,perinatal,snomed,2024-03-12
4132309,26636000,death cause,snomed,2024-03-12
4133009,127277000,perinatal,snomed,2024-03-12
4135806,31637002,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4140071,33010005,perinatal,snomed,2024-03-12
4145947,267258002,perinatal,snomed,2024-03-12
4147109,309985003,location,snomed,2024-03-12
4147554,310207003,location,snomed,2024-03-12
4149398,268854008,perinatal,snomed,2024-03-12
4149451,310530008,perinatal,snomed,2024-03-12
4150851,311465003,assault/homicide,snomed,2024-03-12
4151405,269795008,suffocation,snomed,2024-03-12
4153697,283545005,assault/homicide,snomed,2024-03-12
4154726,284176003,location,snomed,2024-03-12
4156363,272379006,military_operations,snomed,2024-03-12
4159152,371121002,perinatal,snomed,2024-03-12
4160280,430283008,death cause,snomed,2024-03-12
4160622,371772001,assault/homicide,snomed,2024-03-12
4161447,371773006,assault/homicide,snomed,2024-03-12
4161694,398070004,location,snomed,2024-03-12
4162299,29240004,death cause,snomed,2024-03-12
4163494,291838005,assault/homicide,snomed,2024-03-12
4164912,45618002,location,snomed,2024-03-12
4166164,293206002,gender/sex,snomed,2024-03-12
4167918,275359008,perinatal,snomed,2024-03-12
4168974,420008001,location,snomed,2024-03-12
4169278,418189009,assault/homicide,snomed,2024-03-12
4171711,42085001,assault/homicide,snomed,2024-03-12
4172624,50084004,assault/homicide,snomed,2024-03-12
4173334,276660001,perinatal,snomed,2024-03-12
4177669,49588008,military_operations,snomed,2024-03-12
4177807,49713007,death cause,snomed,2024-03-12
4182566,429746005,assault/homicide,snomed,2024-03-12
4193573,313217007,assault/homicide,snomed,2024-03-12
4195901,79993009,location,snomed,2024-03-12
4197467,313214000,assault/homicide,snomed,2024-03-12
4197468,313216003,assault/homicide,snomed,2024-03-12
4199872,301705009,military_operations,snomed,2024-03-12
4201937,315280000,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4202389,318784009,military_operations,snomed,2024-03-12
4208350,313070006,assault/homicide,snomed,2024-03-12
4208970,313215004,assault/homicide,snomed,2024-03-12
4210607,56417000,death cause,snomed,2024-03-12
4210749,56890008,assault/homicide,snomed,2024-03-12
4213182,80522000,location,snomed,2024-03-12
4214582,394685004,death cause,snomed,2024-03-12
4214687,394743007,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4214956,417662000,liveborn_infants,snomed,2024-03-12
4215271,394744001,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4215475,71783008,motor vehicle accident,snomed,2024-03-12
4216115,41501003,death cause,snomed,2024-03-12
4217564,395507008,perinatal,snomed,2024-03-12
4218813,41587001,perinatal,snomed,2024-03-12
4219491,72598009,death cause,snomed,2024-03-12
4220022,398033008,death cause,snomed,2024-03-12
4220533,82823006,death cause,snomed,2024-03-12
4228490,405769009,gender/sex,snomed,2024-03-12
4229439,888003,perinatal,snomed,2024-03-12
4230638,88817006,suicide,snomed,2024-03-12
4235695,406138006,assault/homicide,snomed,2024-03-12
4236049,360875003,location,snomed,2024-03-12
4236321,90774003,assault/homicide,snomed,2024-03-12
4239065,91576008,perinatal,snomed,2024-03-12
4239435,363901006,gender/sex,snomed,2024-03-12
4239435,363901006,sexual_orientation,snomed,2024-03-12
4241830,59291004,death cause,snomed,2024-03-12
4251491,73893000,perinatal,snomed,2024-03-12
4263727,46160005,motor vehicle accident,snomed,2024-03-12
4264823,364587008,perinatal,snomed,2024-03-12
4265167,399753006,death cause,snomed,2024-03-12
4267373,365508006,location,snomed,2024-03-12
4268837,365956009,gender/sex,snomed,2024-03-12
4268837,365956009,sexual_orientation,snomed,2024-03-12
4268912,62480006,location,snomed,2024-03-12
4269424,364617005,perinatal,snomed,2024-03-12
4271764,364703007,military_operations,snomed,2024-03-12
4274420,365474007,military_operations,snomed,2024-03-12
4278848,66190008,assault/homicide,snomed,2024-03-12
4279142,65367001,operations_of_war,snomed,2024-03-12
4279142,65367001,assault/homicide,snomed,2024-03-12
4279142,65367001,terrorism,snomed,2024-03-12
4279451,66280005,location,snomed,2024-03-12
4279614,66466001,suffocation,snomed,2024-03-12
4283657,66621004,gender/sex,snomed,2024-03-12
4283657,66621004,sexual_orientation,snomed,2024-03-12
4296024,76799001,perinatal,snomed,2024-03-12
4297375,386702006,assault/homicide,snomed,2024-03-12
4299535,77386006,liveborn_infants,snomed,2024-03-12
4300517,78077007,assault/homicide,snomed,2024-03-12
4302066,418506006,assault/homicide,snomed,2024-03-12
4305831,418715001,assault/homicide,snomed,2024-03-12
4306655,419620001,assault/homicide,snomed,2024-03-12
4306655,419620001,suffocation,snomed,2024-03-12
4306655,419620001,death cause,snomed,2024-03-12
4306655,419620001,suicide,snomed,2024-03-12
4309752,216343002,location,snomed,2024-03-12
4309756,216356009,location,snomed,2024-03-12
4309757,216359002,location,snomed,2024-03-12
4309760,216382000,location,snomed,2024-03-12
4310061,216403008,location,snomed,2024-03-12
4310064,216417004,location,snomed,2024-03-12
4310775,217116006,suffocation,snomed,2024-03-12
4310928,216323008,location,snomed,2024-03-12
4310930,216329007,location,snomed,2024-03-12
4311062,216362004,location,snomed,2024-03-12
4311069,216392008,location,snomed,2024-03-12
4311070,216398007,location,snomed,2024-03-12
4311072,216404002,location,snomed,2024-03-12
4311076,216418009,location,snomed,2024-03-12
4311078,216424003,location,snomed,2024-03-12
4311213,216450004,location,snomed,2024-03-12
4312316,217118007,suffocation,snomed,2024-03-12
4312840,216330002,location,snomed,2024-03-12
4312841,216331003,location,snomed,2024-03-12
4312843,216340004,location,snomed,2024-03-12
4312846,216355008,location,snomed,2024-03-12
4312966,216391001,location,snomed,2024-03-12
4312969,216409007,location,snomed,2024-03-12
4312970,216420007,location,snomed,2024-03-12
4312972,216427005,location,snomed,2024-03-12
4312974,216429008,location,snomed,2024-03-12
4312978,216437000,location,snomed,2024-03-12
4312979,216445005,location,snomed,2024-03-12
4314870,216312009,motor vehicle accident,snomed,2024-03-12
4314873,216315006,location,snomed,2024-03-12
4314989,216333000,location,snomed,2024-03-12
4314991,216339001,location,snomed,2024-03-12
4314998,216357000,location,snomed,2024-03-12
4314999,216358005,location,snomed,2024-03-12
4315001,216366001,location,snomed,2024-03-12
4315006,216378002,location,snomed,2024-03-12
4315007,216383005,location,snomed,2024-03-12
4315085,216386002,location,snomed,2024-03-12
4315088,216395005,location,snomed,2024-03-12
4315095,216416008,location,snomed,2024-03-12
4315096,216423009,location,snomed,2024-03-12
4315099,216438005,location,snomed,2024-03-12
4315100,216440000,location,snomed,2024-03-12
4316720,217120005,suffocation,snomed,2024-03-12
4316721,217121009,suffocation,snomed,2024-03-12
4317150,95281009,death cause,snomed,2024-03-12
4318126,95921002,assault/homicide,snomed,2024-03-12
4319155,95877004,operations_of_war,snomed,2024-03-12
4319561,21987001,liveborn_infants,snomed,2024-03-12
4320042,95934001,assault/homicide,snomed,2024-03-12
4320813,95821001,perinatal,snomed,2024-03-12
4323285,70591005,perinatal,snomed,2024-03-12
4326265,75148009,military_operations,snomed,2024-03-12
4326589,75164001,gender/sex,snomed,2024-03-12
4328757,223668000,location,snomed,2024-03-12
4329097,431268006,perinatal,snomed,2024-03-12
4330180,224780008,location,snomed,2024-03-12
4330840,224858000,location,snomed,2024-03-12
4331312,22674006,motor vehicle accident,snomed,2024-03-12
4345685,240302002,perinatal,snomed,2024-03-12
21492869,80431-0,location,loinc,2024-03-12
21492871,80433-6,location,loinc,2024-03-12
35225239,Z63.4,death cause,icd10cm,2024-03-12
35225252,Z65.4,assault/homicide,icd10cm,2024-03-12
35225252,Z65.4,terrorism,icd10cm,2024-03-12
35225253,Z65.5,operations_of_war,icd10cm,2024-03-12
35225257,Z70.0,sexual_orientation,icd10cm,2024-03-12
35225258,Z70.1,sexual_orientation,icd10cm,2024-03-12
35225259,Z70.2,sexual_orientation,icd10cm,2024-03-12
35225260,Z70.3,gender/sex,icd10cm,2024-03-12
35625043,768011006,suffocation,snomed,2024-03-12
35625043,768011006,assault/homicide,snomed,2024-03-12
36303203,LA22875-1,sexual_orientation,loinc,2024-03-12
36305281,87721-7,location,loinc,2024-03-12
36305361,87720-9,location,loinc,2024-03-12
36307527,LA22877-7,sexual_orientation,loinc,2024-03-12
36307702,LA22879-3,"demographics (race/ethnicity, gender)",loinc,2024-03-12
36308665,LA22878-5,"demographics (race/ethnicity, gender)",loinc,2024-03-12
36684960,459521000124102,assault/homicide,snomed,2024-03-12
36684961,459531000124104,assault/homicide,snomed,2024-03-12
36684962,459541000124109,assault/homicide,snomed,2024-03-12
36712668,10211000132109,perinatal,snomed,2024-03-12
36712857,134561000119109,death cause,snomed,2024-03-12
36713087,288391000119107,assault/homicide,snomed,2024-03-12
36713088,288411000119107,assault/homicide,snomed,2024-03-12
36715173,720684005,assault/homicide,snomed,2024-03-12
36715279,720824009,assault/homicide,snomed,2024-03-12
36715950,721744003,perinatal,snomed,2024-03-12
36717004,134251000119105,perinatal,snomed,2024-03-12
36717284,288371000119106,assault/homicide,snomed,2024-03-12
37016099,101071000119104,perinatal,snomed,2024-03-12
37016211,15635291000119101,perinatal,snomed,2024-03-12
37016212,15635331000119107,perinatal,snomed,2024-03-12
37016213,15635451000119107,perinatal,snomed,2024-03-12
37016216,15750001000119103,perinatal,snomed,2024-03-12
37016218,15750081000119106,perinatal,snomed,2024-03-12
37016220,15887011000119107,perinatal,snomed,2024-03-12
37017051,713234005,death cause,snomed,2024-03-12
37017129,713346006,terrorism,snomed,2024-03-12
37018683,15635411000119106,perinatal,snomed,2024-03-12
37018684,15887131000119101,perinatal,snomed,2024-03-12
37018896,114961000119106,perinatal,snomed,2024-03-12
37020140,91390-5,assault/homicide,loinc,2024-03-12
37108765,12277711000119108,"demographics (race/ethnicity, gender)",snomed,2024-03-12
37108765,12277711000119108,gender/sex,snomed,2024-03-12
37109041,16216731000119106,death cause,snomed,2024-03-12
37110280,724484007,perinatal,snomed,2024-03-12
37110290,724497009,perinatal,snomed,2024-03-12
37110290,724497009,liveborn_infants,snomed,2024-03-12
37111595,726626004,death cause,snomed,2024-03-12
37117130,12277671000119109,"demographics (race/ethnicity, gender)",snomed,2024-03-12
37118028,726565008,perinatal,snomed,2024-03-12
37202302,Z84.82,death cause,icd10cm,2024-03-12
37204043,787209003,assault/homicide,snomed,2024-03-12
37206226,785867009,perinatal,snomed,2024-03-12
37206227,785868004,perinatal,snomed,2024-03-12
37206229,785870008,perinatal,snomed,2024-03-12
37207733,293611000119101,assault/homicide,snomed,2024-03-12
37395583,288001000119103,military_operations,snomed,2024-03-12
37399733,3161000175102,death cause,snomed,2024-03-12
37402948,P28.30,perinatal,icd10cm,2024-03-12
37402956,P28.43,perinatal,icd10cm,2024-03-12
37402957,P28.49,perinatal,icd10cm,2024-03-12
37403780,Z87.68,perinatal,icd10cm,2024-03-12
40213244,53,military_operations,cvx,2024-03-12
40479849,444557007,assault/homicide,snomed,2024-03-12
40481828,442084003,assault/homicide,snomed,2024-03-12
40482897,445272000,assault/homicide,snomed,2024-03-12
40483663,443846001,location,snomed,2024-03-12
40483738,443913008,assault/homicide,snomed,2024-03-12
40484207,445548006,death cause,snomed,2024-03-12
40485048,444135009,perinatal,snomed,2024-03-12
40491865,447259000,perinatal,snomed,2024-03-12
40611621,61626005,death cause,snomed,2024-03-12
40758409,55280-2,military_operations,loinc,2024-03-12
40759918,56799-0,location,loinc,2024-03-12
40766229,63501-1,location,loinc,2024-03-12
40766239,63512-8,location,loinc,2024-03-12
40771514,68989-3,location,loinc,2024-03-12
40771522,68997-6,location,loinc,2024-03-12
40771985,69490-1,"demographics (race/ethnicity, gender)",loinc,2024-03-12
42538171,739684008,perinatal,snomed,2024-03-12
42539560,762287001,perinatal,snomed,2024-03-12
43020429,149141000119102,assault/homicide,snomed,2024-03-12
43020442,207871000119100,assault/homicide,snomed,2024-03-12
43020449,237451000119100,assault/homicide,snomed,2024-03-12
43020450,237461000119103,assault/homicide,snomed,2024-03-12
43020670,472321009,death cause,snomed,2024-03-12
43021197,472981000,gender/sex,snomed,2024-03-12
43021205,472989003,gender/sex,snomed,2024-03-12
43021802,473453008,assault/homicide,snomed,2024-03-12
43529920,InsuranceTypeUpdate_Military,active_duty_military_status,ppi,2024-03-12
43530894,609429008,perinatal,snomed,2024-03-12
43530907,609446006,perinatal,snomed,2024-03-12
43530908,609447002,perinatal,snomed,2024-03-12
43530910,609450004,perinatal,snomed,2024-03-12
43530911,609451000,perinatal,snomed,2024-03-12
43530939,609485004,perinatal,snomed,2024-03-12
43530945,609491002,perinatal,snomed,2024-03-12
43531705,609428000,perinatal,snomed,2024-03-12
43533176,G8932,death cause,hcpcs,2024-03-12
43533278,G8933,death cause,hcpcs,2024-03-12
